IID,FID,tray,pos,HT1,HT2
1961,NSW_1080762,26,C-9,86,138
1249,NSW_1079733,26,D-9,48,70
2084,NSW_1080771,26,E-9,NA,NA
580,NSW_1075721,26,A-10,NA,NA
755,NSW_1079686,26,B-10,NA,NA
2347,NSW_1075713,26,C-10,83,159
1314,NSW_1079738,26,D-10,NA,NA
1551,NSW_1079763,26,E-10,62,124
49,NSW_1071090,27,A-1,54,94
1915,NSW_1079822,27,B-1,NA,NA
1197,NSW_1079729,27,C-1,NA,NA
2348,NSW_1075713,27,D-1,154,242
587,NSW_1078662,27,E-1,119,198
8,NSW_1071070,27,A-2,149,256
179,NSW_1071143,27,B-2,84,151
795,NSW_1079696,27,C-2,45,94
20,NSW_1071075,27,D-2,6,11
1574,NSW_1079766,27,E-2,NA,NA
523,NSW_1078654,27,A-3,105,189
443,NSW_1078642,27,B-3,NA,NA
1802,NSW_1079803,27,C-3,NA,NA
1422,NSW_1079748,27,D-3,21,36
145,NSW_1071138,27,E-3,141,201
2334,NSW_1075710,27,A-4,94,176
175,NSW_1071143,27,B-4,2,4
1478,NSW_1079755,27,C-4,33,93
211,NSW_1074324,27,D-4,7,10
1938,NSW_1080759,27,E-4,NA,NA
834,NSW_1079701,27,A-5,191,314
96,NSW_1071115,27,B-5,NA,NA
514,NSW_1078653,27,C-5,65,135
1657,NSW_1079778,27,D-5,93,176
1819,NSW_1079804,27,E-5,32,54
2301,NSW_1075704,27,A-6,106,185
1217,NSW_1079731,27,B-6,120,182
1267,NSW_1079734,27,C-6,NA,NA
959,NSW_1079710,27,D-6,NA,NA
2173,NSW_1080779,27,E-6,NA,NA
2295,NSW_1075704,27,A-7,79,184
621,NSW_1079653,27,B-7,NA,NA
271,NSW_1074339,27,C-7,NA,NA
15,NSW_1071075,27,D-7,105,196
123,NSW_1071128,27,E-7,136,207
1882,NSW_1079818,27,A-8,NA,NA
97,NSW_1071118,27,B-8,46,93
644,NSW_1079658,27,C-8,28,78
520,NSW_1078654,27,D-8,115,233
2,NSW_1071070,27,E-8,124,234
2267,NSW_1080786,27,A-9,53,73
45,NSW_1071090,27,B-9,72,130
1185,NSW_1079728,27,C-9,24,46
1420,NSW_1079748,27,D-9,NA,NA
1995,NSW_1080764,27,E-9,57,99
1517,NSW_1079760,27,A-10,55,85
1300,NSW_1079737,27,B-10,NA,NA
662,NSW_1079671,27,C-10,18,56
105,NSW_1071118,27,D-10,NA,NA
2175,NSW_1080779,27,E-10,NA,NA
396,NSW_1078637,28,A-1,54,118
516,NSW_1078653,28,B-1,70,114
1468,NSW_1079753,28,C-1,68,97
1948,NSW_1080761,28,D-1,NA,NA
1306,NSW_1079737,28,E-1,48,100
1712,NSW_1079784,28,A-2,NA,NA
286,NSW_1074398,28,B-2,NA,NA
7,NSW_1071070,28,C-2,75,114
2125,NSW_1080775,28,D-2,78,144
22,NSW_1071075,28,E-2,50,96
2134,NSW_1080775,28,A-3,68,131
1898,NSW_1079821,28,B-3,62,129
1512,NSW_1079758,28,C-3,14,26
425,NSW_1078641,28,D-3,85,148
2132,NSW_1080775,28,E-3,60,116
1349,NSW_1079741,28,A-4,NA,NA
641,NSW_1079658,28,B-4,102,158
852,NSW_1075707,28,C-4,NA,NA
770,NSW_1079691,28,D-4,36,64
2180,NSW_1080779,28,E-4,NA,NA
1085,NSW_1079721,28,A-5,NA,NA
2293,NSW_1075704,28,B-5,NA,NA
2400,NSW_1075718,28,C-5,NA,NA
1072,NSW_1079720,28,D-5,NA,NA
16,NSW_1071075,28,E-5,60,106
2362,NSW_1075711,28,A-6,95,177
1028,NSW_1079716,28,B-6,NA,NA
229,NSW_1074429,28,C-6,72,133
2096,NSW_1080772,28,D-6,102,183
1326,NSW_1079739,28,E-6,58,114
1426,NSW_1079748,28,A-7,NA,NA
601,NSW_1078713,28,B-7,NA,NA
1001,NSW_1079714,28,C-7,44,95
482,NSW_1078651,28,D-7,NA,NA
1327,NSW_1079739,28,E-7,NA,NA
886,NSW_1079705,28,A-8,72,106
2377,NSW_1075705,28,B-8,4,NA
618,NSW_1079653,28,C-8,NA,NA
273,NSW_1074339,28,D-8,6,21
1910,NSW_1079822,28,E-8,70,113
47,NSW_1071090,28,A-9,NA,NA
753,NSW_1079686,28,B-9,NA,NA
937,NSW_1079709,28,C-9,9,36
1368,NSW_1079743,28,D-9,NA,NA
1647,NSW_1079774,28,E-9,79,140
698,NSW_1079677,28,A-10,45,94
1862,NSW_1079814,28,B-10,20,46
858,NSW_1075707,28,C-10,NA,NA
88,NSW_1071115,28,D-10,NA,NA
914,NSW_1079707,28,E-10,18,49
2371,NSW_1075722,29,A-1,38,56
1807,NSW_1079803,29,B-1,NA,NA
1842,NSW_1079809,29,C-1,NA,NA
2039,NSW_1080767,29,D-1,98,168
867,NSW_1079703,29,E-1,86,167
1145,NSW_1079725,29,A-2,NA,NA
1828,NSW_1079808,29,B-2,50,110
43,NSW_1071090,29,C-2,109,182
2270,NSW_1080787,29,D-2,NA,NA
26,NSW_1071080,29,E-2,NA,NA
2285,NSW_1075708,29,A-3,21,34
1833,NSW_1079808,29,B-3,NA,NA
1722,NSW_1079788,29,C-3,68,130
1138,NSW_1079724,29,D-3,83,187
344,NSW_1074433,29,E-3,45,100
899,NSW_1079706,29,A-4,4,5
960,NSW_1079710,29,B-4,NA,NA
486,NSW_1078651,29,C-4,26,51
2040,NSW_1080767,29,D-4,NA,NA
1154,NSW_1079726,29,E-4,59,147
1466,NSW_1079753,29,A-5,NA,NA
1730,NSW_1079789,29,B-5,NA,NA
1601,NSW_1079768,29,C-5,NA,NA
318,NSW_1075706,29,D-5,NA,NA
154,NSW_1071138,29,E-5,119,178
1576,NSW_1079766,29,A-6,NA,NA
125,NSW_1071128,29,B-6,132,209
2283,NSW_1075708,29,C-6,5,9
876,NSW_1079703,29,D-6,NA,NA
1219,NSW_1079731,29,E-6,3,6
1604,NSW_1079768,29,A-7,88,183
1059,NSW_1079719,29,B-7,10,22
214,NSW_1075719,29,C-7,NA,NA
2189,NSW_1080780,29,D-7,3,4
2046,NSW_1080768,29,E-7,3,11
1345,NSW_1079741,29,A-8,NA,NA
2169,NSW_1080778,29,B-8,NA,NA
2042,NSW_1080768,29,C-8,2,5
1930,NSW_1080758,29,D-8,NA,NA
1922,NSW_1080758,29,E-8,NA,NA
1289,NSW_1079736,29,A-9,81,161
255,NSW_1074334,29,B-9,52,83
1665,NSW_1079778,29,C-9,NA,NA
1076,NSW_1079720,29,D-9,41,88
1301,NSW_1079737,29,E-9,NA,NA
2397,NSW_1075718,29,A-10,24,68
1957,NSW_1080762,29,B-10,NA,NA
1044,NSW_1079717,29,C-10,NA,NA
689,NSW_1079675,29,D-10,NA,NA
2364,NSW_1075711,29,E-10,11,17
1886,NSW_1079819,30,A-1,NA,NA
1056,NSW_1079718,30,B-1,NA,NA
1587,NSW_1079767,30,C-1,NA,NA
781,NSW_1079692,30,D-1,NA,NA
3,NSW_1071070,30,E-1,NA,NA
1319,NSW_1079738,30,A-2,NA,NA
1963,NSW_1080762,30,B-2,74,156
301,NSW_1074428,30,C-2,NA,NA
953,NSW_1079710,30,D-2,63,104
2209,NSW_1080782,30,E-2,NA,NA
1570,NSW_1079765,30,A-3,73,159
1662,NSW_1079778,30,B-3,64,127
1156,NSW_1079726,30,C-3,124,219
693,NSW_1079675,30,D-3,NA,NA
1967,NSW_1080762,30,E-3,83,144
995,NSW_1079713,30,A-4,NA,NA
139,NSW_1071133,30,B-4,89,155
534,NSW_1078656,30,C-4,125,205
2160,NSW_1080777,30,D-4,NA,NA
547,NSW_1078657,30,E-4,55,115
503,NSW_1078652,30,A-5,NA,NA
2078,NSW_1080771,30,B-5,2,6
1943,NSW_1080759,30,C-5,NA,NA
184,NSW_1071148,30,D-5,160,292
2142,NSW_1080776,30,E-5,21,41
374,NSW_1078636,30,A-6,10,14
1193,NSW_1079729,30,B-6,7,15
524,NSW_1078654,30,C-6,156,248
120,NSW_1071123,30,D-6,150,274
527,NSW_1078654,30,E-6,NA,NA
1058,NSW_1079719,30,A-7,178,289
731,NSW_1079681,30,B-7,NA,NA
1038,NSW_1079717,30,C-7,NA,NA
2181,NSW_1080779,30,D-7,NA,NA
757,NSW_1079687,30,E-7,95,174
624,NSW_1079653,30,A-8,NA,NA
2230,NSW_1080784,30,B-8,79,154
702,NSW_1079677,30,C-8,67,145
1470,NSW_1079753,30,D-8,15,44
1624,NSW_1079773,30,E-8,68,145
161,NSW_1071143,30,A-9,108,209
1026,NSW_1079716,30,B-9,18,47
241,NSW_1075723,30,C-9,NA,NA
347,NSW_1074433,30,D-9,NA,NA
1061,NSW_1079719,30,E-9,NA,NA
1481,NSW_1079755,30,A-10,79,153
1670,NSW_1079779,30,B-10,NA,NA
2153,NSW_1080777,30,C-10,49,99
2141,NSW_1080776,30,D-10,20,55
1597,NSW_1079768,30,E-10,25,73
1877,NSW_1079818,31,A-1,83,158
451,NSW_1078645,31,B-1,58,123
1248,NSW_1079732,31,C-1,8,14
446,NSW_1078645,31,D-1,NA,NA
1872,NSW_1079814,31,E-1,NA,NA
1887,NSW_1079819,31,A-2,NA,NA
231,NSW_1074429,31,B-2,54,109
1453,NSW_1079752,31,C-2,NA,NA
2302,NSW_1075704,31,D-2,33,90
108,NSW_1071118,31,E-2,60,141
550,NSW_1078657,31,A-3,59,129
1837,NSW_1079809,31,B-3,135,230
1161,NSW_1079726,31,C-3,28,66
682,NSW_1079672,31,D-3,NA,NA
597,NSW_1078662,31,E-3,93,163
324,NSW_1075706,31,A-4,NA,NA
1813,NSW_1079804,31,B-4,82,151
668,NSW_1079671,31,C-4,NA,NA
859,NSW_1079702,31,D-4,NA,NA
248,NSW_1075723,31,E-4,19,40
2336,NSW_1075710,31,A-5,NA,NA
1599,NSW_1079768,31,B-5,119,167
917,NSW_1079707,31,C-5,NA,NA
18,NSW_1071075,31,D-5,NA,NA
2210,NSW_1080782,31,E-5,NA,NA
1997,NSW_1080764,31,A-6,94,125
1246,NSW_1079732,31,B-6,NA,NA
659,NSW_1079670,31,C-6,39,112
703,NSW_1079677,31,D-6,40,79
1926,NSW_1080758,31,E-6,NA,NA
472,NSW_1078647,31,A-7,NA,NA
1664,NSW_1079778,31,B-7,115,184
445,NSW_1078645,31,C-7,NA,NA
1904,NSW_1079821,31,D-7,NA,NA
1410,NSW_1079747,31,E-7,NA,NA
86,NSW_1071115,31,A-8,NA,NA
375,NSW_1078636,31,B-8,114,184
2182,NSW_1080779,31,C-8,88,133
1291,NSW_1079736,31,D-8,38,70
1451,NSW_1079751,31,E-8,41,83
254,NSW_1074334,31,A-9,NA,NA
807,NSW_1079696,31,B-9,NA,NA
1111,NSW_1079722,31,C-9,54,87
1006,NSW_1079714,31,D-9,36,79
773,NSW_1079691,31,E-9,NA,NA
2231,NSW_1080784,31,A-10,NA,NA
2357,NSW_1075711,31,B-10,90,127
2093,NSW_1080772,31,C-10,83,117
243,NSW_1075723,31,D-10,NA,NA
253,NSW_1074334,31,E-10,68,119
2055,NSW_1080769,32,A-1,NA,NA
64,NSW_1071110,32,B-1,NA,NA
692,NSW_1079675,32,C-1,64,160
1400,NSW_1079746,32,D-1,NA,NA
683,NSW_1079672,32,E-1,146,206
531,NSW_1078656,32,A-2,NA,NA
1495,NSW_1079756,32,B-2,NA,NA
782,NSW_1079692,32,C-2,24,47
1260,NSW_1079733,32,D-2,NA,NA
555,NSW_1078658,32,E-2,45,68
934,NSW_1079708,32,A-3,6,8
2337,NSW_1075710,32,B-3,108,193
502,NSW_1078652,32,C-3,89,170
321,NSW_1074428,32,D-3,NA,NA
2380,NSW_1075705,32,E-3,NA,NA
881,NSW_1079705,32,A-4,84,122
1303,NSW_1079737,32,B-4,NA,NA
28,NSW_1071080,32,C-4,95,184
473,NSW_1078647,32,D-4,55,134
1631,NSW_1079773,32,E-4,99,158
1625,NSW_1079773,32,A-5,NA,NA
128,NSW_1071128,32,B-5,6,9
1780,NSW_1079798,32,C-5,101,139
295,NSW_1074423,32,D-5,70,133
1074,NSW_1079720,32,E-5,NA,NA
1589,NSW_1079767,32,A-6,NA,NA
724,NSW_1079681,32,B-6,NA,NA
1581,NSW_1079766,32,C-6,NA,NA
537,NSW_1078656,32,D-6,66,110
1803,NSW_1079803,32,E-6,NA,NA
1269,NSW_1079734,32,A-7,NA,NA
1556,NSW_1079763,32,B-7,NA,NA
372,NSW_1074458,32,C-7,NA,NA
1998,NSW_1080764,32,D-7,85,159
316,NSW_1075706,32,E-7,NA,NA
2233,NSW_1080785,32,A-8,57,118
2012,NSW_1080765,32,B-8,NA,NA
1608,NSW_1079768,32,C-8,96,196
1851,NSW_1079813,32,D-8,NA,NA
1806,NSW_1079803,32,E-8,44,72
944,NSW_1079709,32,A-9,NA,NA
37,NSW_1071090,32,B-9,27,56
1051,NSW_1079718,32,C-9,66,145
224,NSW_1075719,32,D-9,NA,NA
186,NSW_1071148,32,E-9,113,204
35,NSW_1071080,32,A-10,154,246
1487,NSW_1079755,32,B-10,NA,NA
1628,NSW_1079773,32,C-10,64,123
2165,NSW_1080778,32,D-10,18,41
217,NSW_1074324,32,E-10,NA,NA
379,NSW_1078636,33,A-1,173,234
1261,NSW_1079734,33,B-1,NA,NA
987,NSW_1079713,33,C-1,27,53
1820,NSW_1079804,33,D-1,119,197
982,NSW_1075712,33,E-1,45,110
263,NSW_1074334,33,A-2,NA,NA
544,NSW_1078657,33,B-2,34,69
518,NSW_1078654,33,C-2,84,156
353,NSW_1074453,33,D-2,NA,NA
352,NSW_1074453,33,E-2,NA,NA
1068,NSW_1079719,33,A-3,NA,NA
1577,NSW_1079766,33,B-3,NA,NA
1929,NSW_1080758,33,C-3,5,NA
197,NSW_1074318,33,D-3,36,72
688,NSW_1079675,33,E-3,NA,NA
1789,NSW_1079799,33,A-4,NA,NA
1324,NSW_1079739,33,B-4,46,91
381,NSW_1078636,33,C-4,173,283
616,NSW_1079653,33,D-4,NA,NA
725,NSW_1079681,33,E-4,NA,NA
203,NSW_1074318,33,A-5,NA,NA
1035,NSW_1079717,33,B-5,NA,NA
1884,NSW_1079818,33,C-5,NA,NA
1639,NSW_1079774,33,D-5,181,212
1445,NSW_1079751,33,E-5,NA,NA
268,NSW_1074339,33,A-6,5,9
2395,NSW_1075718,33,B-6,43,86
1242,NSW_1079732,33,C-6,NA,NA
1674,NSW_1079779,33,D-6,109,197
1256,NSW_1079733,33,E-6,26,61
141,NSW_1071133,33,A-7,98,180
1250,NSW_1079733,33,B-7,NA,NA
1049,NSW_1079718,33,C-7,NA,NA
2075,NSW_1080770,33,D-7,40,85
2374,NSW_1075722,33,E-7,NA,NA
1461,NSW_1079752,33,A-8,NA,NA
1871,NSW_1079814,33,B-8,18,40
1552,NSW_1079763,33,C-8,80,161
1812,NSW_1079803,33,D-8,NA,NA
1946,NSW_1080761,33,E-8,109,172
1308,NSW_1079737,33,A-9,33,59
1343,NSW_1079740,33,B-9,66,119
656,NSW_1079670,33,C-9,67,148
1172,NSW_1079727,33,D-9,4,NA
1824,NSW_1079804,33,E-9,92,174
1357,NSW_1079743,33,A-10,NA,NA
1178,NSW_1079728,33,B-10,NA,NA
1490,NSW_1079756,33,C-10,12,20
2360,NSW_1075711,33,D-10,74,145
1120,NSW_1079723,33,E-10,110,192
195,NSW_1074318,34,A-1,54,120
1913,NSW_1079822,34,B-1,NA,NA
2163,NSW_1080778,34,C-1,12,16
665,NSW_1079671,34,D-1,12,29
1815,NSW_1079804,34,E-1,52,95
1575,NSW_1079766,34,A-2,NA,NA
2048,NSW_1080768,34,B-2,NA,NA
2218,NSW_1080782,34,C-2,133,220
620,NSW_1079653,34,D-2,NA,NA
2305,NSW_1075720,34,E-2,70,128
1097,NSW_1079722,34,A-3,NA,NA
569,NSW_1078660,34,B-3,NA,NA
1907,NSW_1079821,34,C-3,NA,NA
1925,NSW_1080758,34,D-3,NA,NA
1175,NSW_1079727,34,E-3,NA,NA
628,NSW_1079654,34,A-4,104,184
1174,NSW_1079727,34,B-4,NA,NA
2183,NSW_1080779,34,C-4,50,102
512,NSW_1078653,34,D-4,24,70
1448,NSW_1079751,34,E-4,4,6
1297,NSW_1079737,34,A-5,53,108
572,NSW_1078660,34,B-5,121,209
878,NSW_1079705,34,C-5,NA,NA
1404,NSW_1079746,34,D-5,35,84
737,NSW_1079682,34,E-5,78,110
1569,NSW_1079765,34,A-6,NA,NA
2010,NSW_1080765,34,B-6,129,176
89,NSW_1071115,34,C-6,57,112
59,NSW_1071090,34,D-6,NA,NA
933,NSW_1079708,34,E-6,NA,NA
1825,NSW_1079808,34,A-7,22,47
1661,NSW_1079778,34,B-7,12,12
317,NSW_1074428,34,C-7,NA,NA
2351,NSW_1075713,34,D-7,111,166
989,NSW_1079713,34,E-7,28,68
2271,NSW_1080787,34,A-8,48,90
1892,NSW_1079819,34,B-8,NA,NA
307,NSW_1074428,34,C-8,NA,NA
1177,NSW_1079728,34,D-8,42,56
870,NSW_1079703,34,E-8,NA,NA
1975,NSW_1080762,34,A-9,NA,NA
331,NSW_1074329,34,B-9,93,191
1620,NSW_1079772,34,C-9,63,124
1067,NSW_1079719,34,D-9,NA,NA
13,NSW_1071075,34,E-9,NA,NA
2228,NSW_1080784,34,A-10,44,97
325,NSW_1074329,34,B-10,31,51
341,NSW_1074433,34,C-10,78,155
408,NSW_1078640,34,D-10,NA,NA
6,NSW_1071070,34,E-10,132,211
1157,NSW_1079726,35,A-1,NA,NA
1607,NSW_1079768,35,B-1,NA,NA
2104,NSW_1080773,35,C-1,114,209
106,NSW_1071118,35,D-1,46,89
415,NSW_1078641,35,E-1,98,203
1000,NSW_1079714,35,A-2,NA,NA
223,NSW_1074324,35,B-2,NA,NA
1677,NSW_1079779,35,C-2,114,184
1398,NSW_1079746,35,D-2,NA,NA
999,NSW_1079714,35,E-2,11,16
1442,NSW_1079751,35,A-3,76,143
1055,NSW_1079718,35,B-3,10,16
272,NSW_1074339,35,C-3,26,87
1637,NSW_1079774,35,D-3,114,179
1264,NSW_1079734,35,E-3,NA,NA
242,NSW_1075723,35,A-4,42,81
2262,NSW_1080786,35,B-4,NA,NA
1255,NSW_1079733,35,C-4,39,104
728,NSW_1079681,35,D-4,NA,NA
1981,NSW_1080763,35,E-4,56,128
2324,NSW_1075709,35,A-5,91,170
2391,NSW_1075718,35,B-5,88,146
1605,NSW_1079768,35,C-5,80,159
1275,NSW_1079735,35,D-5,NA,NA
1164,NSW_1079726,35,E-5,64,121
1999,NSW_1080764,35,A-6,78,138
149,NSW_1071138,35,B-6,82,118
76,NSW_1071113,35,C-6,NA,NA
61,NSW_1071110,35,D-6,53,122
1614,NSW_1079772,35,E-6,77,171
208,NSW_1075719,35,A-7,NA,NA
1212,NSW_1079730,35,B-7,NA,NA
790,NSW_1079692,35,C-7,46,98
1879,NSW_1079818,35,D-7,26,80
2178,NSW_1080779,35,E-7,19,31
1779,NSW_1079798,35,A-8,148,245
1265,NSW_1079734,35,B-8,NA,NA
477,NSW_1078647,35,C-8,77,157
1497,NSW_1079756,35,D-8,NA,NA
2385,NSW_1075705,35,E-8,48,106
99,NSW_1071118,35,A-9,70,144
1417,NSW_1079748,35,B-9,NA,NA
1271,NSW_1079734,35,C-9,2,4
1290,NSW_1079736,35,D-9,62,133
1737,NSW_1079789,35,E-9,NA,NA
1846,NSW_1079809,35,A-10,44,97
1600,NSW_1079768,35,B-10,178,285
1009,NSW_1079715,35,C-10,224,346
1025,NSW_1079716,35,D-10,47,103
947,NSW_1079709,35,E-10,NA,NA
474,NSW_1078647,36,A-1,64,126
840,NSW_1079701,36,B-1,41,104
215,NSW_1074324,36,C-1,NA,NA
1890,NSW_1079819,36,D-1,NA,NA
447,NSW_1078645,36,E-1,NA,NA
631,NSW_1079654,36,A-2,34,90
1024,NSW_1079716,36,B-2,NA,NA
370,NSW_1074458,36,C-2,16,25
413,NSW_1078641,36,D-2,108,212
1115,NSW_1079722,36,E-2,NA,NA
942,NSW_1079709,36,A-3,NA,NA
1460,NSW_1079752,36,B-3,NA,NA
612,NSW_1078713,36,C-3,NA,NA
1165,NSW_1079727,36,D-3,NA,NA
2008,NSW_1080765,36,E-3,104,206
2147,NSW_1080776,36,A-4,24,48
2143,NSW_1080776,36,B-4,80,153
1393,NSW_1079746,36,C-4,65,105
2077,NSW_1080771,36,D-4,58,110
883,NSW_1079705,36,E-4,NA,NA
2167,NSW_1080778,36,A-5,66,124
1725,NSW_1079788,36,B-5,93,153
225,NSW_1074324,36,C-5,57,127
1566,NSW_1079765,36,D-5,25,62
131,NSW_1071128,36,E-5,101,203
1491,NSW_1079756,36,A-6,NA,NA
924,NSW_1079707,36,B-6,4,13
545,NSW_1078657,36,C-6,46,96
2386,NSW_1075705,36,D-6,15,39
1950,NSW_1080761,36,E-6,109,159
980,NSW_1075712,36,A-7,6,8
1885,NSW_1079819,36,B-7,NA,NA
431,NSW_1078641,36,C-7,NA,NA
181,NSW_1071148,36,D-7,84,144
1203,NSW_1079730,36,E-7,10,27
2127,NSW_1080775,36,A-8,NA,NA
533,NSW_1078656,36,B-8,160,233
308,NSW_1075706,36,C-8,NA,NA
453,NSW_1078645,36,D-8,105,166
1464,NSW_1079752,36,E-8,64,117
1663,NSW_1079778,36,A-9,NA,NA
600,NSW_1075721,36,B-9,NA,NA
1506,NSW_1079758,36,C-9,6,8
177,NSW_1071143,36,D-9,48,118
2139,NSW_1080776,36,E-9,131,206
1268,NSW_1079734,36,A-10,NA,NA
100,NSW_1071118,36,B-10,NA,NA
2356,NSW_1075711,36,C-10,NA,NA
2330,NSW_1075710,36,D-10,NA,NA
1939,NSW_1080759,36,E-10,28,38
1194,NSW_1079729,37,A-1,10,20
1835,NSW_1079808,37,B-1,66,133
515,NSW_1078653,37,C-1,34,68
793,NSW_1079696,37,D-1,NA,NA
2341,NSW_1075713,37,E-1,132,223
252,NSW_1075723,37,A-2,NA,NA
617,NSW_1079653,37,B-2,NA,NA
2052,NSW_1080768,37,C-2,NA,NA
993,NSW_1079713,37,D-2,18,35
903,NSW_1079706,37,E-2,2,3
1479,NSW_1079755,37,A-3,59,116
511,NSW_1078653,37,B-3,98,164
1823,NSW_1079804,37,C-3,54,94
320,NSW_1075706,37,D-3,NA,NA
112,NSW_1071123,37,E-3,128,203
434,NSW_1078642,37,A-4,NA,NA
2162,NSW_1080778,37,B-4,45,92
648,NSW_1079658,37,C-4,112,191
765,NSW_1079687,37,D-4,39,83
117,NSW_1071123,37,E-4,NA,NA
1855,NSW_1079813,37,A-5,18,33
711,NSW_1079680,37,B-5,110,185
2172,NSW_1080778,37,C-5,NA,NA
1856,NSW_1079813,37,D-5,24,42
1348,NSW_1079741,37,E-5,NA,NA
1561,NSW_1079765,37,A-6,103,144
745,NSW_1079686,37,B-6,NA,NA
1921,NSW_1080758,37,C-6,56,89
2353,NSW_1075711,37,D-6,NA,NA
373,NSW_1078636,37,E-6,55,120
222,NSW_1075719,37,A-7,NA,NA
1832,NSW_1079808,37,B-7,NA,NA
279,NSW_1074398,37,C-7,23,60
2355,NSW_1075711,37,D-7,19,47
185,NSW_1071148,37,E-7,24,60
2118,NSW_1080774,37,A-8,NA,NA
825,NSW_1079697,37,B-8,15,38
1798,NSW_1079799,37,C-8,NA,NA
2318,NSW_1075709,37,D-8,37,73
2289,NSW_1075708,37,E-8,NA,NA
853,NSW_1079702,37,A-9,16,38
1095,NSW_1079722,37,B-9,62,123
1750,NSW_1079793,37,C-9,NA,NA
740,NSW_1079682,37,D-9,36,71
1017,NSW_1079715,37,E-9,98,208
2286,NSW_1075708,37,A-10,NA,NA
2227,NSW_1080784,37,B-10,65,141
1838,NSW_1079809,37,C-10,NA,NA
2088,NSW_1080771,37,D-10,NA,NA
2031,NSW_1080767,37,E-10,40,83
997,NSW_1079714,38,A-1,NA,NA
738,NSW_1079682,38,B-1,46,112
789,NSW_1079692,38,C-1,NA,NA
759,NSW_1079687,38,D-1,NA,NA
132,NSW_1071128,38,E-1,119,229
1252,NSW_1079733,38,A-2,NA,NA
1928,NSW_1080758,38,B-2,NA,NA
695,NSW_1079675,38,C-2,30,71
592,NSW_1075721,38,D-2,NA,NA
1528,NSW_1079761,38,E-2,115,214
2113,NSW_1080774,38,A-3,43,95
2363,NSW_1075711,38,B-3,40,90
1613,NSW_1079772,38,C-3,111,194
1483,NSW_1079755,38,D-3,NA,NA
193,NSW_1074318,38,E-3,80,156
588,NSW_1075721,38,A-4,NA,NA
1814,NSW_1079804,38,B-4,29,63
2122,NSW_1080774,38,C-4,11,23
2266,NSW_1080786,38,D-4,NA,NA
530,NSW_1078656,38,E-4,46,101
866,NSW_1079703,38,A-5,58,106
1795,NSW_1079799,38,B-5,67,140
1233,NSW_1079731,38,C-5,NA,NA
1027,NSW_1079716,38,D-5,56,122
2345,NSW_1075713,38,E-5,145,246
1356,NSW_1079741,38,A-6,11,23
1284,NSW_1079735,38,B-6,43,88
598,NSW_1075721,38,C-6,NA,NA
1416,NSW_1079747,38,D-6,58,134
1166,NSW_1079727,38,E-6,NA,NA
84,NSW_1071113,38,A-7,NA,NA
1012,NSW_1079715,38,B-7,25,64
844,NSW_1075707,38,C-7,20,46
32,NSW_1071080,38,D-7,106,194
1831,NSW_1079808,38,E-7,28,95
2108,NSW_1080773,38,A-8,53,134
2273,NSW_1080787,38,B-8,NA,NA
567,NSW_1078660,38,C-8,104,194
290,NSW_1074423,38,D-8,NA,NA
2219,NSW_1080782,38,E-8,NA,NA
362,NSW_1074458,38,A-9,NA,NA
623,NSW_1079653,38,B-9,NA,NA
1323,NSW_1079739,38,C-9,29,72
1593,NSW_1079767,38,D-9,NA,NA
501,NSW_1078652,38,E-9,52,120
1015,NSW_1079715,38,A-10,NA,NA
1221,NSW_1079731,38,B-10,NA,NA
1542,NSW_1079762,38,C-10,24,83
1186,NSW_1079728,38,D-10,NA,NA
824,NSW_1079697,38,E-10,16,53
1717,NSW_1079788,39,A-1,64,154
283,NSW_1074398,39,B-1,28,76
754,NSW_1079686,39,C-1,NA,NA
1617,NSW_1079772,39,D-1,18,39
1920,NSW_1079822,39,E-1,63,127
893,NSW_1079706,39,A-2,18,45
1548,NSW_1079762,39,B-2,34,51
78,NSW_1071113,39,C-2,NA,NA
1446,NSW_1079751,39,D-2,130,184
1440,NSW_1079750,39,E-2,NA,NA
1151,NSW_1079725,39,A-3,NA,NA
735,NSW_1079682,39,B-3,112,191
2159,NSW_1080777,39,C-3,84,142
652,NSW_1079670,39,D-3,66,124
269,NSW_1074339,39,E-3,55,127
285,NSW_1074398,39,A-4,127,207
1201,NSW_1079730,39,B-4,NA,NA
1176,NSW_1079727,39,C-4,NA,NA
586,NSW_1075721,39,D-4,NA,NA
1013,NSW_1079715,39,E-4,139,224
1045,NSW_1079718,39,A-5,35,56
2212,NSW_1080782,39,B-5,80,153
536,NSW_1078656,39,C-5,NA,NA
1121,NSW_1079723,39,D-5,NA,NA
2196,NSW_1080780,39,E-5,NA,NA
278,NSW_1074398,39,A-6,NA,NA
732,NSW_1079681,39,B-6,77,148
1144,NSW_1079725,39,C-6,NA,NA
1223,NSW_1079731,39,D-6,22,52
2284,NSW_1075708,39,E-6,NA,NA
82,NSW_1071113,39,A-7,9,20
1332,NSW_1079739,39,B-7,NA,NA
1052,NSW_1079718,39,C-7,18,19
1899,NSW_1079821,39,D-7,110,213
1245,NSW_1079732,39,E-7,7,12
554,NSW_1078658,39,A-8,NA,NA
946,NSW_1079709,39,B-8,NA,NA
1689,NSW_1079783,39,C-8,88,154
29,NSW_1071080,39,D-8,NA,NA
1202,NSW_1079730,39,E-8,106,196
584,NSW_1075721,39,A-9,NA,NA
183,NSW_1071148,39,B-9,68,144
747,NSW_1079686,39,C-9,NA,NA
406,NSW_1078640,39,D-9,114,195
